"","Row.names","baseMean","log2FoldChange","lfcSE","pvalue","padj","D00_1","D00_2","D00_3","D00_4","D00_5","D00_6","D00_7","D00_8","D00_9","D05_1","D05_2","D05_3","D05_4","D05_5","D05_6","D05_7","D05_8","D05_9","D09_1","D09_2","D09_3","D09_4","D09_5","D09_6","D09_7","D09_8","D09_9","D16_1","D16_2","D16_3","D16_4","D16_5","D16_6","D16_7","D16_8","D16_9","D26_1","D26_2","D26_3","D26_4","D26_5","D26_6","D26_7","D26_8","D26_9","D36_1","D36_2","D36_3","D36_4","D36_5","D36_6","D36_7","D36_8","D36_9"
"478","RNA5SP298:rRNA",76.8677382441852,0.851202251922028,0.630230909051308,2.53042188108045e-245,1.71625864084281e-243,141.986027876496,135.778248561754,188.647420141016,338.176985566932,387.135347329173,345.816409291104,132.909985701826,213.748004835547,277.477361019824,104.282218338532,153.26735241598,134.381176989234,270.800648283293,334.052715265087,282.110257413852,95.6206691425413,29.0559417617323,40.5633044844559,11.2677625243145,10.536652292568,10.222155826607,84.9754073568371,61.5687826989143,59.3418874683002,15.1744123132904,17.9098857586189,15.5127501016793,11.1313234284146,6.98088757280011,7.89239025621043,14.0468688979568,32.8435263802066,22.7516686459846,14.7079251319234,11.4047127944468,9.63453910540957,2.24618083133834,3.68674774647468,9.19895564981705,13.4079072883926,8.21847899727547,7.68043379193625,3.7657166872818,4.17916332612399,0,6.38073772362103,8.63372439181208,6.32196880118277,9.47811887126245,8.54674354183091,7.08403473579363,6.11400285358157,7.91704969304344,14.2842872823727
"486","RNA5SP30:rRNA",75.2203018623305,1.1272471165927,0.620317144217219,2.08306531652388e-261,1.60322161807923e-259,137.047383428618,130.08125911161,179.66420965811,322.395392907142,384.118708259076,337.416010684842,130.811406980218,207.068379684436,272.633616563118,108.254874275238,153.26735241598,124.713466414469,266.676780542939,336.127576850585,287.170531089436,96.514320256023,33.3834224496498,42.2534421713082,10.0816822585972,9.48298706331121,7.66661686995528,77.2503703243974,65.086998853138,59.3418874683002,13.9098779538495,19.8998730651321,15.5127501016793,9.27610285701217,6.98088757280011,6.13852575483034,15.8027275102014,31.5029742830553,19.7840596921605,13.8908181801499,10.73384733595,5.78072346324574,2.24618083133834,1.84337387323734,7.66579637484754,10.9701059632303,5.13654937329717,6.144347033549,2.5104777915212,4.17916332612399,0,7.97592215452628,7.67442168161074,6.32196880118277,6.03153019080338,8.54674354183091,7.08403473579363,7.64250356697696,7.91704969304344,14.2842872823727
"1178","RNA5SP283:rRNA",20.689952665946,-0.695362429310894,0.722513408945798,6.06161000027721e-83,7.54364583979453e-82,39.5091555830249,35.1314349425517,28.7462735452976,33.8176985566932,29.1608443442754,47.6022587688159,29.3801021025089,44.5308343407389,41.5178096289013,29.7949195252948,17.2552648415342,16.4351079771005,125.09065479076,95.4436329328821,88.5547893227337,54.5127179223834,31.5287878691137,24.2253068448834,4.15128093001061,2.634163073142,3.1944236958147,12.5531851777146,19.3501888482302,20.8498523537271,14.5421451335699,15.9198984521057,14.8076250970575,5.5656617142073,6.98088757280011,10.5231870082806,24.5820205714245,14.7460730686642,23.7408716305926,6.53685561418819,12.0755782529437,7.70763128432766,1.68463562350376,2.30421734154668,4.59947782490852,4.87560265032459,4.10923949863773,3.84021689596812,3.7657166872818,4.77618665842741,0,3.98796107726314,3.83721084080537,7.02440977909197,8.61647170114768,8.91834108712791,5.31302605184522,3.05700142679079,5.27803312869563,8.57057236942359
"1529","RNA5SP199:rRNA",19.2404207975677,0.706299737713623,0.740770012942254,8.22758624564334e-46,5.24285178730015e-45,29.6318666872687,27.535449009027,28.7462735452976,52.9810610721526,75.4159767524364,50.4023916375698,27.981049621437,42.3042926237019,63.660641430982,18.8701156993534,20.3003115782756,16.4351079771005,24.7432064421283,54.9838320156821,32.8917788913011,16.0857200426705,6.18211526845367,12.3943430369171,10.6747223914559,13.17081536571,15.9721184790735,49.2471110818033,49.2550261591315,22.4536871501677,9.48400769580647,5.96996191953964,11.2820000739486,17.6245954283231,8.14436883493346,8.76932250690048,15.8027275102014,31.5029742830553,29.6760895382408,14.7079251319234,16.1007710039249,7.70763128432766,4.49236166267668,1.84337387323734,4.59947782490852,7.31340397548689,7.19116912261603,6.144347033549,7.53143337456361,5.97023332303427,2.54822286011913,7.97592215452628,6.7151189714094,7.02440977909197,6.03153019080338,4.08757299826696,4.42752170987102,7.64250356697696,2.63901656434781,5.71371491294906
"1602","RNA5SP85:rRNA",15.3282809725175,1.52213785668571,0.737258013957402,4.68162539128495e-23,1.63255137359333e-22,27.1625444633296,27.535449009027,23.3563472555543,34.9449551752496,42.2329469813644,56.0026573750776,14.6900510512544,46.7573760577758,47.0535175794215,6.95214788923546,11.1651713680516,18.3686500920535,42.6132999836654,37.3475085389539,41.7472578235744,15.1920689291888,1.8546345805361,6.76055074740931,7.11648159430391,8.42932183405441,5.74996265246646,10.6219259196046,15.8319726940065,4.81150438932164,4.42587025804302,5.96996191953964,5.64100003697428,6.49327199990852,4.6539250485334,6.13852575483034,3.51171722448921,9.38386468005903,15.8272477537284,13.0737112283764,14.7590400869312,1.92690782108191,5.05390687051127,5.06927815140269,26.0637076744816,4.87560265032459,2.05461974931887,5.37630365435537,8.78667227032421,5.97023332303427,5.09644572023826,15.1542520935999,17.2674487836242,14.7512605360931,6.89317736091815,5.57396317945494,7.08403473579363,9.17100428037236,31.6681987721738,5.71371491294906
"1609","RNA5SP284:rRNA",19.0646158725963,-0.103828465849921,0.736295739876269,9.84170593939624e-64,8.95240510094954e-63,27.1625444633296,26.5859507673364,32.3395577384598,33.8176985566932,35.1941224844703,51.8024580719468,23.7838921782215,38.5933897619737,30.4463937278609,16.8837877310004,21.3153271571893,15.468336919624,101.72207092875,85.0693250053949,74.6390367148755,57.1936712628285,27.8195187080415,21.4084107001295,5.33736119572793,4.74149353165561,4.47219317414058,19.3125925810993,14.0728646168947,16.0383479644055,13.9098779538495,13.9299111455925,14.1025000924357,7.42088228560973,6.98088757280011,11.4001192589706,28.0937377959137,15.4163491172398,22.7516686459846,4.90264171064114,10.73384733595,7.70763128432766,1.68463562350376,1.38253040492801,7.66579637484754,4.87560265032459,5.13654937329717,3.84021689596812,6.27619447880301,3.58213999382056,0,3.98796107726314,6.7151189714094,5.61952782327358,7.75482453103291,8.17514599653392,4.42752170987102,4.58550214018618,2.63901656434781,8.57057236942359
"1657","RNA5SP323:rRNA",17.91089483329,0.637843581565307,0.76559228097575,1.63044704281473e-52,1.22277894323604e-51,27.1625444633296,26.5859507673364,26.9496314487165,52.9810610721526,75.4159767524364,51.8024580719468,27.981049621437,40.8199314790106,63.660641430982,18.8701156993534,20.3003115782756,16.4351079771005,24.7432064421283,53.9464012229333,32.8917788913011,16.0857200426705,5.5639037416083,11.2675845790155,10.0816822585972,12.1171501364532,13.4165795224217,47.3158518236934,42.2185938506841,19.2460175572866,9.48400769580647,5.96996191953964,11.2820000739486,11.1313234284146,4.6539250485334,6.13852575483034,15.8027275102014,27.4813179916014,25.7192775998087,12.2566042766029,12.7464437114406,5.78072346324574,3.36927124700751,1.38253040492801,4.59947782490852,6.09450331290574,5.13654937329717,4.60826027516175,3.7657166872818,4.17916332612399,2.54822286011913,5.5831455081684,3.83721084080537,6.32196880118277,6.03153019080338,4.08757299826696,3.54201736789682,4.58550214018618,2.63901656434781,8.57057236942359
"2175","RNA5SP242:rRNA",36.4746609911544,1.04800939930512,0.50714633617141,1.93554012748293e-07,3.70972826977123e-07,19.7545777915125,18.9899648338117,37.7294840282031,48.4720345979269,38.2107615545678,35.0016608594235,18.88720849447,30.4294034661716,49.8213715546815,19.8632796835299,31.4654829463271,25.136047494389,63.232638685439,76.7698786634051,65.7835577826022,38.4269978797129,21.0191919127425,16.3379976395725,16.0120835871838,20.5464719705076,12.7776947832588,25.1063703554291,43.9777019277959,25.6613567430487,9.48400769580647,22.8848540249019,21.8588751432753,43.5976834279572,26.7600690290671,25.4310352700114,52.6757583673381,42.2273910602656,42.5357283381451,50.6606310099585,63.7322185572029,57.8072346324574,20.7771726898797,23.9638603520854,55.1937338989023,42.6615231903402,34.9285357384207,33.7939086845195,50.209555830424,42.9856799258467,58.60912578274,37.4868341262735,34.5348975672483,31.6098440059139,31.0192981241317,39.0177422561846,18.5955911814583,38.2125178348848,71.253447237391,45.7097193035925
"2227","5_8S_rRNA.1:rRNA",5.31233583156697,-0.954264779583104,1.36911396830994,3.31533552110908e-08,6.58214801958941e-08,19.7545777915125,6.64648769183411,1.7966420965811,5.6362830927822,0,4.20019930313082,0.699526240535925,1.4843611446913,3.45981746907511,3.97265593670598,4.06006231565511,3.867084229906,1.37462258011824,3.11229237824615,2.53013683779239,0,0.618211526845367,1.12675845790155,16.0120835871838,12.6439827510816,15.9721184790735,15.4500740648795,17.5910807711184,9.62300877864328,5.05813743776345,0,2.82050001848714,8.34849257131095,5.81740631066676,9.64625475759053,7.02343444897842,5.36220838860516,6.92442089225619,3.26842780709409,3.35432729248436,9.63453910540957,2.24618083133834,3.68674774647468,4.59947782490852,3.65670198774345,4.10923949863773,4.60826027516175,3.7657166872818,2.98511666151713,7.64466858035738,5.5831455081684,2.87790813060403,4.91708684536438,4.30823585057384,5.94556072475194,2.65651302592261,1.52850071339539,0,2.85685745647453
"2765","RNA5SP450:rRNA",6.81652755163343,0.23136122934978,1.10343376491331,2.46530233610181e-41,1.40881837553327e-40,14.8159333436344,15.1919718670494,12.5764946760677,16.9088492783466,24.1331125607796,25.2011958187849,8.39431488643111,18.5545143086412,27.6785397526009,6.95214788923546,10.1501557891378,7.73416845981201,17.8700935415371,34.2352161607077,26.5664367968201,11.617464475262,3.09105763422684,2.81689614475388,2.37216053143464,0,0.63888473916294,12.5531851777146,7.03643230844735,8.01917398220273,0.632267179720431,0.994993653256606,0.705125004621784,3.71044114280487,1.16348126213335,2.63079675207014,1.7558586122446,3.35138024287822,0.989202984608027,2.45132085532057,3.35432729248436,0,0,0,0,1.21890066258115,5.13654937329717,0.768043379193625,1.2552388957606,1.79106999691028,0,0.797592215452628,4.79651355100671,1.40488195581839,4.30823585057384,1.85798772648498,0.885504341974204,1.52850071339539,2.63901656434781,2.85685745647453
"2926","RNA5SP424:rRNA",6.0473688823458,0.386284425399838,1.48465245448965,1.30041457117387e-53,9.99440433879518e-53,13.5812722316648,15.1919718670494,12.5764946760677,16.9088492783466,24.1331125607796,23.801129384408,8.39431488643111,17.0701531639499,24.2187222835258,6.95214788923546,10.1501557891378,5.800626344859,17.8700935415371,34.2352161607077,26.5664367968201,11.617464475262,3.09105763422684,2.81689614475388,1.77912039857598,0,0.63888473916294,11.5875555486596,5.27732423133551,6.41533918576219,0.632267179720431,0.994993653256606,0.705125004621784,1.85522057140243,1.16348126213335,3.50772900276019,0,3.35138024287822,1.97840596921605,2.45132085532057,2.01259637549062,0,0,0.460843468309336,0,1.21890066258115,0,0,0,0.597023332303427,0,0,0.959302710201342,0,1.72329434022954,0.743195090593992,0,1.52850071339539,0,0
"3935","5_8S_rRNA.2:rRNA",6.31456095637383,-0.542612031235512,1.57802650854085,2.42623093362803e-17,7.09306521867765e-17,8.6426277837867,5.69698945014352,1.7966420965811,0,0,1.40006643437694,0,0.742180572345648,1.38392698763004,4.96581992088247,3.04504673674133,6.76739740233551,0,2.07486158549744,0,0,1.23642305369073,0,16.0120835871838,12.6439827510816,15.9721184790735,15.4500740648795,26.3866211566776,9.62300877864328,4.42587025804302,0.994993653256606,1.41025000924357,12.0589337141158,10.4713313592002,13.1539837603507,8.77929306122302,6.70276048575645,7.91362387686421,4.08553475886762,5.36692366797498,3.85381564216383,6.73854249401502,11.9819301760427,13.7984334747256,7.31340397548689,4.10923949863773,6.91239041274262,2.5104777915212,5.97023332303427,7.64466858035738,4.78555329271577,6.7151189714094,4.21464586745518,6.89317736091815,5.57396317945494,8.85504341974204,7.64250356697696,10.5560662573913,5.71371491294906
"4148","RNA5SP382:rRNA",6.70417502125997,0.349254046371687,0.995066172001276,4.58604084327355e-10,1.000758399984e-09,8.6426277837867,4.74749120845293,8.98321048290551,19.1633625154595,12.0665562803898,26.6012622531619,11.1924198485748,12.617069729876,15.9151603577455,5.95898390505896,4.06006231565511,1.933542114953,16.4954709614189,5.18715396374359,7.59041051337717,8.04286002133525,0.618211526845367,0,1.77912039857598,5.26832614628401,3.83330843497764,10.6219259196046,10.554648462671,14.4345131679649,2.52906871888173,0.994993653256606,1.41025000924357,9.27610285701217,9.30785009706681,5.26159350414029,8.77929306122302,7.37303653433209,11.8704358152963,6.53685561418819,4.02519275098124,11.5614469264915,2.24618083133834,2.76506080985601,7.66579637484754,6.09450331290574,5.13654937329717,3.0721735167745,3.7657166872818,2.98511666151713,7.64466858035738,2.39277664635789,1.91860542040268,4.21464586745518,3.44658868045907,3.34437790767297,2.65651302592261,4.58550214018618,0,2.85685745647453
"5190","RNA5SP204:rRNA",6.78867487193112,1.5948962377387,0.751787757958836,0.00139580357619982,0.00205219623478125,4.93864444787812,4.74749120845293,10.7798525794866,5.6362830927822,14.0776489937881,15.4007307781463,6.99526240535925,4.45308343407389,6.91963493815021,5.95898390505896,9.135140210224,4.8338552873825,10.9969806409459,8.29944634198974,7.59041051337717,8.04286002133525,4.94569221476294,4.50703383160621,1.77912039857598,3.1609956877704,2.55553895665176,2.8968888871649,0,6.41533918576219,2.52906871888173,2.98498095976982,1.41025000924357,9.27610285701217,3.49044378640005,2.63079675207014,1.7558586122446,8.04331258290774,8.90282686147224,6.53685561418819,8.72125096045934,11.5614469264915,4.49236166267668,6.4518085563307,6.13263709987803,12.1890066258115,13.3550283705726,9.2165205503235,5.0209555830424,10.1493966491583,10.1928914404765,7.97592215452628,4.79651355100671,6.32196880118277,8.61647170114768,5.57396317945494,2.65651302592261,3.05700142679079,13.1950828217391,14.2842872823727
"5191","RNA5SP264:rRNA",11.9247144539835,0.587880421450482,0.932092501480299,2.90802008586729e-23,1.0193098828111e-22,4.93864444787812,7.59598593352469,14.3731367726488,5.6362830927822,3.01663907009745,1.40006643437694,1.39905248107185,1.4843611446913,4.15178096289013,0,2.03003115782756,0,4.12386774035472,7.26201554924103,7.59041051337717,4.46825556740847,3.09105763422684,3.38027537370466,2.96520066429329,6.32199137554081,1.91665421748882,4.82814814527484,31.6639453880131,9.62300877864328,3.79360307832259,3.97997461302643,6.34612504159606,7.42088228560973,9.30785009706681,7.89239025621043,40.3847480816259,14.0757970200885,20.7732626767686,11.4394973248293,5.36692366797498,5.78072346324574,11.2309041566917,9.67771283449605,33.7295040493292,25.5969139142041,52.3928036076311,26.8815182717769,11.2971500618454,14.3285599752822,20.385782880953,27.1181353253894,24.9418704652349,21.7756703151851,18.0945905724101,15.9786944477708,11.5115564456647,10.6995049937677,18.4731159504347,19.9980021953217
"5813","RNA5SP324:rRNA",7.74610502630194,0.97545282158559,1.04703041877192,6.21451459651773e-13,1.53411993633782e-12,2.46932222393906,3.79799296676235,1.7966420965811,11.2725661855644,10.0554635669915,8.40039860626164,3.49763120267963,5.19526400641954,4.84374445670515,2.97949195252948,2.03003115782756,1.933542114953,6.8731129005912,6.22458475649231,6.32534209448098,1.78730222696339,0,0,3.55824079715195,7.90248921942601,7.66661686995528,41.5220740493636,38.7003776964604,22.4536871501677,10.7485420552473,2.98498095976982,3.52562502310892,4.63805142850608,5.81740631066676,6.13852575483034,10.5351516734676,15.4163491172398,26.7084805844167,4.08553475886762,5.36692366797498,1.92690782108191,6.73854249401502,1.84337387323734,13.7984334747256,21.9402119264607,17.4642678692104,12.288694067098,6.27619447880301,7.76130331994455,5.09644572023826,3.98796107726314,2.87790813060403,3.51220488954598,2.58494151034431,4.83076808886095,0.885504341974204,4.58550214018618,2.63901656434781,0
"6143","RNA5SP48:rRNA",5.79005114383927,-0.652629898261518,1.53600222413174,7.8601891779378e-29,3.22979072165774e-28,1.23466111196953,1.89899648338117,0,2.25451323711288,1.00554635669915,0,2.7981049621437,2.22654171703694,2.07589048144506,1.98632796835299,1.01501557891378,0,2.74924516023648,0,2.53013683779239,0,0.618211526845367,1.12675845790155,6.52344146144525,7.37565660479761,14.6943490007476,70.4909629210126,75.641647315809,17.642182760846,13.2776107741291,1.98998730651321,1.41025000924357,3.71044114280487,0,3.50772900276019,12.2910102857122,10.7244167772103,9.89202984608027,0.817106951773524,1.34173091699374,1.92690782108191,0,0.460843468309336,1.53315927496951,4.87560265032459,5.13654937329717,0,3.7657166872818,2.38809332921371,0,1.59518443090526,3.83721084080537,0.702440977909197,0.861647170114768,2.60118281707897,0.885504341974204,1.52850071339539,0,5.71371491294906
